Region|Country|IncomeGroup|IDA Status|Financial closure year|Financial closure Month|Project name|RelatedNames|Type of PPI|Subtype of PPI|Project status|Primary sector|Secondary sector|Subsector|Segment|Location|ContractPeriod|TerminationYear|PubliclyTraded|StockExchange|MultipleSystems|NumberOfSystems|CaptiveFacility|SharePercent|GovtGrantingContract|TypeOfGovtSupport|InvestmentYear|PercentPrivate|GovtPaymentCommitments|PhysicalAssets|TotalInvestment|CPI Adjusted Investment|GovCashAssist|dateStatusUpdated|CapacityType|Capacity|CapacityYear|Technology|ContractHistory|RelatedProjects|BidCriteria|AwardMethod|NumberOfBids|NumberRenewalBids|Sponsors|MultiLateralSupport|Revenue Source|RenewalBidCriteria|RenewalAwardMethod|DevelopmentStage|CommissioningDate|ProjectGrid|CarbonCredits|FundingYear|PrivateFunding|PublicFunding|GovtFunding|BankLocalFunding|DonorFunding|DebtEquityGrantRatio
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|June|Grupo Cocal|UTE Cocal, UTE Canaa, UTE Cocal II|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|30|2031|No|N/A|Yes|3|No||Federal||2002|100|Not Available|Not Available|0|0.0|Not Available|12/1/02|MW|28.2|2002|Waste|||Not Applicable||Not Applicable|Not Applicable|Cocal Comercio Industria Canaa Acucar e Alcool Ltda (100% / Brazil)||Purchase agreements or transmission fees with public and private entities and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2002||No|2005||||16.5||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|June|Grupo Cocal|UTE Cocal, UTE Canaa, UTE Cocal II|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|30|2031|No|N/A|Yes|3|No||Federal||2002|100|Not Available|Not Available|0|0.0|Not Available|12/1/02|MW|28.2|2002|Waste|||Not Applicable||Not Applicable|Not Applicable|Cocal Comercio Industria Canaa Acucar e Alcool Ltda (100% / Brazil)||Purchase agreements or transmission fees with public and private entities and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2002||No|2008||||165||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|June|Grupo Cocal|UTE Cocal, UTE Canaa, UTE Cocal II|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|30|2031|No|N/A|Yes|3|No||Federal||2002|100|Not Available|Not Available|0|0.0|Not Available|12/1/02|MW|28.2|2002|Waste|||Not Applicable||Not Applicable|Not Applicable|Cocal Comercio Industria Canaa Acucar e Alcool Ltda (100% / Brazil)||Purchase agreements or transmission fees with public and private entities and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2002||No|2012||||57.3||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|June|Grupo Cocal|UTE Cocal, UTE Canaa, UTE Cocal II|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|30|2031|No|N/A|Yes|3|No||Federal||2005|100|Not Available|20.6|20.6|24.2|Not Available|12/1/02|MW|30|2005|Waste|||Not Applicable||Not Applicable|Not Applicable|Cocal Comercio Industria Canaa Acucar e Alcool Ltda (100% / Brazil)||Purchase agreements or transmission fees with public and private entities and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2002||No|2005||||16.5||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|June|Grupo Cocal|UTE Cocal, UTE Canaa, UTE Cocal II|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|30|2031|No|N/A|Yes|3|No||Federal||2005|100|Not Available|20.6|20.6|24.2|Not Available|12/1/02|MW|30|2005|Waste|||Not Applicable||Not Applicable|Not Applicable|Cocal Comercio Industria Canaa Acucar e Alcool Ltda (100% / Brazil)||Purchase agreements or transmission fees with public and private entities and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2002||No|2008||||165||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|June|Grupo Cocal|UTE Cocal, UTE Canaa, UTE Cocal II|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|30|2031|No|N/A|Yes|3|No||Federal||2005|100|Not Available|20.6|20.6|24.2|Not Available|12/1/02|MW|30|2005|Waste|||Not Applicable||Not Applicable|Not Applicable|Cocal Comercio Industria Canaa Acucar e Alcool Ltda (100% / Brazil)||Purchase agreements or transmission fees with public and private entities and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2002||No|2012||||57.3||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|June|Grupo Cocal|UTE Cocal, UTE Canaa, UTE Cocal II|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|30|2031|No|N/A|Yes|3|No||Federal||2008|100|Not Available|Not Available|0|0.0|Not Available|12/1/02|MW|160|2008|Waste|||Not Applicable||Not Applicable|Not Applicable|Cocal Comercio Industria Canaa Acucar e Alcool Ltda (100% / Brazil)||Purchase agreements or transmission fees with public and private entities and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2002||No|2005||||16.5||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|June|Grupo Cocal|UTE Cocal, UTE Canaa, UTE Cocal II|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|30|2031|No|N/A|Yes|3|No||Federal||2008|100|Not Available|Not Available|0|0.0|Not Available|12/1/02|MW|160|2008|Waste|||Not Applicable||Not Applicable|Not Applicable|Cocal Comercio Industria Canaa Acucar e Alcool Ltda (100% / Brazil)||Purchase agreements or transmission fees with public and private entities and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2002||No|2008||||165||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|June|Grupo Cocal|UTE Cocal, UTE Canaa, UTE Cocal II|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|30|2031|No|N/A|Yes|3|No||Federal||2008|100|Not Available|Not Available|0|0.0|Not Available|12/1/02|MW|160|2008|Waste|||Not Applicable||Not Applicable|Not Applicable|Cocal Comercio Industria Canaa Acucar e Alcool Ltda (100% / Brazil)||Purchase agreements or transmission fees with public and private entities and sales to wholesale markets|Not Applicable|Not Applicable|Financial Closure|2002||No|2012||||57.3||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|January|Raizen Thermal Power Plants|UTE Gasa, UTE Usina da Serra, UTE Barra Bioenergia and UTE Univalem Bioenergia|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|||No|N/A|Yes|4|No||Federal||2002|100|Not Available|Not Available|0|0.0|Not Available||MW|15|2002|Biomass|||Not Applicable||Not Applicable|Not Applicable|Shell (50% / Netherlands), Cosan SA (50% / Brazil)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2002|Sistema Interligado Nacional|No|2009||||74.5||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|January|Raizen Thermal Power Plants|UTE Gasa, UTE Usina da Serra, UTE Barra Bioenergia and UTE Univalem Bioenergia|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|||No|N/A|Yes|4|No||Federal||2008|100|Not Available|Not Available|0|0.0|Not Available||MW|20|2008|Biomass|||Not Applicable||Not Applicable|Not Applicable|Shell (50% / Netherlands), Cosan SA (50% / Brazil)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2002|Sistema Interligado Nacional|No|2009||||74.5||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|January|Raizen Thermal Power Plants|UTE Gasa, UTE Usina da Serra, UTE Barra Bioenergia and UTE Univalem Bioenergia|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|||No|N/A|Yes|4|No||Federal||2009|100|Not Available|95|95|101.7|Not Available||MW|42|2009|Biomass|||Not Applicable||Not Applicable|Not Applicable|Shell (50% / Netherlands), Cosan SA (50% / Brazil)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2002|Sistema Interligado Nacional|No|2009||||74.5||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|January|Raizen Thermal Power Plants|UTE Gasa, UTE Usina da Serra, UTE Barra Bioenergia and UTE Univalem Bioenergia|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|||No|N/A|Yes|4|No||Federal||2010|100|Not Available|195.9|195.9|206.3|Not Available||MW|136|2010|Biomass|||Not Applicable||Not Applicable|Not Applicable|Shell (50% / Netherlands), Cosan SA (50% / Brazil)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2002|Sistema Interligado Nacional|No|2009||||74.5||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2002|January|Raizen Thermal Power Plants|UTE Gasa, UTE Usina da Serra, UTE Barra Bioenergia and UTE Univalem Bioenergia|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|State of Sao Paulo|||No|N/A|Yes|4|No||Federal||2012|100|Not Available|91.1|91.1|91.1|Not Available||MW|45|2012|Biomass|||Not Applicable||Not Applicable|Not Applicable|Shell (50% / Netherlands), Cosan SA (50% / Brazil)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2002|Sistema Interligado Nacional|No|2009||||74.5||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|June|Aimores Power Plant|Eliezer Batista|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Minas Gerais State|35|2035|No|N/A|No|1|No||Federal||2003|87|0|165.7|165.7|206.8|||MW|330|2003|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|Companhia Energetica de Minas Gerais (CEMIG) (49% / Brazil), Companhia Vale do Rio Doce SA (CVRD) (51% / Brazil)|||Not Applicable|Direct negotiat|Financial Closure||||||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|April|Brookfield Brasil Small Hydro Power Plants|Brascan Energetica|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|States of Rio Grande do Sul, Parana, Santa Catarina, Minas Gerais, Goias, Mato Grosso and Mato Gross|30|2030|No|N/A|Yes|36|No||Federal||2003|100|Not Available|Not Available|0|0.0|Not Available||MW|71|2003|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Brookfield Asset Management Inc (100% / Canada)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2003|Sistema Interligado Nacional|Yes|||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|April|Brookfield Brasil Small Hydro Power Plants|Brascan Energetica|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|States of Rio Grande do Sul, Parana, Santa Catarina, Minas Gerais, Goias, Mato Grosso and Mato Gross|30|2030|No|N/A|Yes|36|No||Federal||2005|100|Not Available|Not Available|0|0.0|Not Available||MW|128|2005|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Brookfield Asset Management Inc (100% / Canada)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2003|Sistema Interligado Nacional|Yes|||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|April|Brookfield Brasil Small Hydro Power Plants|Brascan Energetica|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|States of Rio Grande do Sul, Parana, Santa Catarina, Minas Gerais, Goias, Mato Grosso and Mato Gross|30|2030|No|N/A|Yes|36|No||Federal||2006|100|Not Available|Not Available|0|0.0|Not Available||MW|253|2006|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Brookfield Asset Management Inc (100% / Canada)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2003|Sistema Interligado Nacional|Yes|||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|April|Brookfield Brasil Small Hydro Power Plants|Brascan Energetica|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|States of Rio Grande do Sul, Parana, Santa Catarina, Minas Gerais, Goias, Mato Grosso and Mato Gross|30|2030|No|N/A|Yes|36|No||Federal||2007|100|Not Available|222.1|222.1|246.0|Not Available||MW|330.1|2007|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Brookfield Asset Management Inc (100% / Canada)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2003|Sistema Interligado Nacional|Yes|||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|April|Brookfield Brasil Small Hydro Power Plants|Brascan Energetica|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|States of Rio Grande do Sul, Parana, Santa Catarina, Minas Gerais, Goias, Mato Grosso and Mato Gross|30|2030|No|N/A|Yes|36|No||Federal||2008|100|Not Available|561.2|561.2|598.6|Not Available||MW|373.1|2008|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Brookfield Asset Management Inc (100% / Canada)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2003|Sistema Interligado Nacional|Yes|||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|April|Brookfield Brasil Small Hydro Power Plants|Brascan Energetica|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|States of Rio Grande do Sul, Parana, Santa Catarina, Minas Gerais, Goias, Mato Grosso and Mato Gross|30|2030|No|N/A|Yes|36|No||Federal||2009|100|Not Available|83.5|83.5|89.4|Not Available||MW|393.1|2009|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Brookfield Asset Management Inc (100% / Canada)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2003|Sistema Interligado Nacional|Yes|||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|April|Brookfield Brasil Small Hydro Power Plants|Brascan Energetica|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|States of Rio Grande do Sul, Parana, Santa Catarina, Minas Gerais, Goias, Mato Grosso and Mato Gross|30|2030|No|N/A|Yes|36|No||Federal||2010|100|Not Available|2241|2241|2360.3|Not Available||MW|424.4|2010|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Brookfield Asset Management Inc (100% / Canada)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2003|Sistema Interligado Nacional|Yes|||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|April|Brookfield Brasil Small Hydro Power Plants|Brascan Energetica|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|States of Rio Grande do Sul, Parana, Santa Catarina, Minas Gerais, Goias, Mato Grosso and Mato Gross|30|2030|No|N/A|Yes|36|No||Federal||2011|100|Not Available|240.2|240.2|245.2|Not Available||MW|Not Available|2011|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Brookfield Asset Management Inc (100% / Canada)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2003|Sistema Interligado Nacional|Yes|||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|April|Brookfield Brasil Small Hydro Power Plants|Brascan Energetica|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|States of Rio Grande do Sul, Parana, Santa Catarina, Minas Gerais, Goias, Mato Grosso and Mato Gross|30|2030|No|N/A|Yes|36|No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|443.4|2012|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Brookfield Asset Management Inc (100% / Canada)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2003|Sistema Interligado Nacional|Yes|||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|July|Capim Branco Hydroeletric Complex|Capim Branco I and Capim Branco II Power Plants|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Minas Gerais State|35|2036|No|N/A|No|1|No||Federal||2003|87|0|163|163|203.5||5/1/07|MW|450|2003|Hydro, Large (>50MW)|||Highest price paid to government|Competitive bidding|Not Available|Not Applicable|Grupo Suzano (18% / ..), Companhia Energetica de Minas Gerais (CEMIG) (22% / Brazil), Companhia Vale do Rio Doce SA (CVRD) (49% / Brazil)|||Not Applicable|Direct negotiat|Financial Closure|2007|||||||||
Latin America and the Caribbean|Brazil|Upper middle income|Non-IDA|2003|December|Companhia Energetica Rio das Antas (CERAN)|UHE Castro Alves, UHE 14 de Julho, UHE Monte Claro|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Rio das Antas River, Rio Grande do Sul State|35|2037|No|N/A|Yes|3|No||Federal||2003|70|40.3|223.7|264|329.5|||MW|360|2003|Hydro, Large (>50MW)|||Highest price paid to government|Competitive bidding|Not Available|Not Applicable|CPFL Energia (65% / Brazil)|||Not Applicable|Not Applicable|Financial Closure||||||||||
